time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20051010:1900,15.2,59.6,0.0,-0.0,0.0,292.2,3.72,36.0,101148.0
20051010:2000,14.84,60.6,0.0,-0.0,0.0,294.6,3.59,37.0,101158.0
20051010:2100,14.45,61.4,0.0,-0.0,0.0,293.0,3.45,37.0,101168.0
20051010:2200,13.95,62.95,0.0,-0.0,0.0,288.2,3.38,34.0,101158.0
20051010:2300,13.62,64.15,0.0,-0.0,0.0,298.8,3.38,30.0,101128.0
20051011:0000,13.26,65.4,0.0,-0.0,0.0,292.8,3.31,27.0,101128.0
20051011:0100,12.86,67.1,0.0,-0.0,0.0,286.8,3.24,24.0,101089.0
20051011:0200,12.49,68.8,0.0,-0.0,0.0,287.6,3.1,20.0,101089.0
20051011:0300,12.09,70.4,0.0,-0.0,0.0,283.4,3.03,16.0,101108.0
20051011:0400,11.77,71.65,0.0,-0.0,0.0,284.2,2.97,13.0,101108.0
20051011:0500,11.55,73.25,28.0,85.05,18.0,282.2,2.97,12.0,101108.0
20051011:0600,12.69,71.75,197.0,409.87,75.0,293.4,2.69,14.0,101118.0
20051011:0700,14.62,59.25,379.0,615.0,101.0,297.0,2.83,11.0,101128.0
20051011:0800,15.66,53.85,527.0,715.55,119.0,300.6,2.97,17.0,101108.0
20051011:0900,16.69,50.3,556.0,499.94,234.0,305.0,3.31,23.0,101079.0
20051011:1000,17.68,46.85,360.0,61.32,319.0,299.4,3.38,34.0,101039.0
20051011:1100,18.35,44.15,197.0,0.0,197.0,319.0,3.66,46.0,100970.0
20051011:1200,18.6,43.6,472.0,358.23,269.0,322.0,3.66,53.0,100921.0
20051011:1300,18.6,44.4,42.0,0.0,42.0,333.8,3.72,65.0,100911.0
20051011:1400,17.92,49.3,222.0,216.08,159.0,350.0,3.38,68.0,100891.0
20051011:1500,17.16,53.45,48.0,9.03,47.0,339.0,3.03,60.0,100921.0
20051011:1600,16.53,55.9,0.0,-0.0,0.0,345.0,2.97,49.0,100921.0
20051011:1700,16.02,57.95,0.0,-0.0,0.0,339.0,2.97,44.0,100950.0
20051011:1800,15.52,59.65,0.0,-0.0,0.0,331.2,2.97,40.0,100990.0
20051011:1900,15.17,58.95,0.0,-0.0,0.0,340.2,2.55,31.0,101000.0
20051011:2000,14.9,60.55,0.0,-0.0,0.0,344.8,2.41,28.0,101029.0
20051011:2100,14.52,62.8,0.0,-0.0,0.0,335.8,2.34,25.0,101020.0
20051011:2200,14.02,66.25,0.0,-0.0,0.0,330.2,2.21,21.0,101020.0
20051011:2300,13.47,69.7,0.0,-0.0,0.0,325.8,2.07,17.0,101010.0
20051012:0000,13.02,72.0,0.0,-0.0,0.0,323.4,1.93,14.0,100990.0
20051012:0100,12.83,72.45,0.0,-0.0,0.0,319.65,1.86,13.0,100960.0
20051012:0200,12.77,73.15,0.0,-0.0,0.0,324.8,1.72,17.0,100950.0
20051012:0300,12.63,73.85,0.0,-0.0,0.0,318.2,1.66,24.0,100931.0
20051012:0400,12.53,74.75,0.0,-0.0,0.0,320.4,1.59,28.0,100940.0
20051012:0500,12.48,76.65,10.0,0.0,10.0,324.2,1.52,32.0,100940.0
20051012:0600,13.26,78.0,59.0,0.0,59.0,302.0,1.38,42.0,101010.0
20051012:0700,15.31,64.3,150.0,8.93,146.0,321.6,1.38,59.0,101020.0
20051012:0800,15.79,60.95,401.0,275.74,245.0,317.8,1.52,70.0,101039.0
20051012:0900,16.35,58.2,604.0,685.03,166.0,320.6,1.45,79.0,101029.0
20051012:1000,16.73,57.15,360.0,64.78,317.0,331.0,1.24,104.0,101039.0
20051012:1100,17.0,56.55,96.0,0.0,96.0,330.2,1.31,129.0,101010.0
20051012:1200,16.95,57.9,257.0,19.59,246.0,320.8,1.45,146.0,101000.0
20051012:1300,16.77,59.1,394.0,436.88,201.0,332.4,1.38,153.0,101000.0
20051012:1400,16.29,61.45,239.0,307.39,151.0,330.0,1.24,149.0,100940.0
20051012:1500,15.59,64.85,117.0,539.9,60.0,339.8,0.9,144.0,100990.0
20051012:1600,14.86,73.75,0.0,-0.0,0.0,335.6,0.21,158.0,101000.0
20051012:1700,14.8,70.1,0.0,-0.0,0.0,334.8,0.14,8.0,101059.0
20051012:1800,14.51,72.85,0.0,-0.0,0.0,320.6,0.55,358.0,101108.0
20051012:1900,14.55,69.45,0.0,-0.0,0.0,309.0,0.83,56.0,101108.0
20051012:2000,14.34,71.0,0.0,-0.0,0.0,325.0,0.9,43.0,101128.0
20051012:2100,14.22,71.75,0.0,-0.0,0.0,313.2,0.76,33.0,101148.0
20051012:2200,14.22,72.0,0.0,-0.0,0.0,314.0,0.69,26.0,101158.0
20051012:2300,13.89,72.4,0.0,-0.0,0.0,315.6,0.76,17.0,101148.0
20051013:0000,13.43,74.05,0.0,-0.0,0.0,314.2,0.9,14.0,101138.0
20051013:0100,12.46,78.7,0.0,-0.0,0.0,328.65,0.9,12.0,101118.0
20051013:0200,12.32,79.0,0.0,-0.0,0.0,303.4,0.9,11.0,101099.0
20051013:0300,11.96,80.85,0.0,-0.0,0.0,306.0,0.97,9.0,101108.0
20051013:0400,11.25,84.0,0.0,-0.0,0.0,304.6,1.17,6.0,101118.0
20051013:0500,10.88,86.25,18.0,27.23,15.0,311.0,1.24,5.0,101118.0
20051013:0600,11.68,88.4,181.0,338.18,83.0,312.0,1.17,9.0,101187.0
20051013:0700,14.15,75.1,346.0,486.87,130.0,296.4,1.03,14.0,101197.0
20051013:0800,14.92,73.1,485.0,566.55,167.0,300.8,0.48,19.0,101187.0
20051013:0900,16.02,66.75,616.0,751.56,139.0,302.6,0.41,200.0,101168.0
20051013:1000,16.7,62.65,653.0,746.79,161.0,337.2,0.97,197.0,101138.0
20051013:1100,16.91,62.0,638.0,748.34,165.0,319.2,1.17,190.0,101059.0
20051013:1200,17.15,61.3,439.0,289.44,278.0,322.4,1.38,194.0,101039.0
20051013:1300,17.3,60.75,455.0,756.0,125.0,326.8,1.52,200.0,101000.0
20051013:1400,16.88,63.75,304.0,775.7,86.0,330.4,1.72,193.0,100980.0
20051013:1500,16.46,67.3,111.0,507.91,60.0,326.0,1.59,194.0,100980.0
20051013:1600,15.56,74.75,0.0,-0.0,0.0,317.6,1.38,196.0,100980.0
20051013:1700,14.88,78.15,0.0,-0.0,0.0,301.2,1.03,200.0,101000.0
20051013:1800,15.01,76.45,0.0,-0.0,0.0,295.2,0.76,213.0,101069.0
20051013:1900,15.34,74.05,0.0,-0.0,0.0,295.0,0.55,236.0,101059.0
20051013:2000,15.03,75.75,0.0,-0.0,0.0,294.0,0.41,272.0,101108.0
20051013:2100,14.62,77.8,0.0,-0.0,0.0,293.0,0.55,297.0,101099.0
20051013:2200,14.16,79.8,0.0,-0.0,0.0,292.4,0.76,310.0,101128.0
20051013:2300,13.71,81.4,0.0,-0.0,0.0,291.4,0.9,318.0,101138.0
20051014:0000,12.64,84.95,0.0,-0.0,0.0,291.2,1.1,326.0,101128.0
20051014:0100,11.4,88.4,0.0,-0.0,0.0,291.0,1.31,331.0,101108.0
20051014:0200,10.58,90.65,0.0,-0.0,0.0,290.8,1.38,334.0,101108.0
20051014:0300,10.11,91.6,0.0,-0.0,0.0,291.0,1.38,334.0,101108.0
20051014:0400,9.86,91.5,0.0,-0.0,0.0,290.2,1.38,336.0,101108.0
20051014:0500,10.07,89.85,16.0,18.79,14.0,288.0,1.38,339.0,101089.0
20051014:0600,11.36,88.35,170.0,290.39,87.0,289.0,1.17,342.0,101138.0
20051014:0700,13.87,82.85,354.0,541.61,116.0,310.8,1.24,339.0,101128.0
20051014:0800,16.07,70.3,510.0,695.03,123.0,304.8,0.76,322.0,101148.0
20051014:0900,17.28,64.35,608.0,736.55,144.0,299.6,0.76,261.0,101099.0
20051014:1000,18.08,62.0,652.0,760.06,155.0,302.6,1.24,232.0,101069.0
20051014:1100,18.68,60.6,650.0,821.4,135.0,306.8,1.66,223.0,101029.0
20051014:1200,18.99,60.15,569.0,769.45,145.0,313.0,2.0,215.0,101000.0
20051014:1300,18.98,60.5,396.0,486.93,186.0,313.2,2.21,209.0,100921.0
20051014:1400,18.62,62.7,295.0,746.84,89.0,313.4,2.28,198.0,100881.0
20051014:1500,17.88,68.5,62.0,52.47,57.0,322.0,2.14,185.0,100871.0
20051014:1600,16.76,75.85,0.0,-0.0,0.0,308.4,1.72,177.0,100852.0
20051014:1700,16.13,79.6,0.0,-0.0,0.0,308.8,1.17,166.0,100881.0
20051014:1800,16.12,79.75,0.0,-0.0,0.0,314.0,0.55,141.0,100921.0
20051014:1900,16.78,75.7,0.0,-0.0,0.0,327.2,0.34,265.0,100921.0
20051014:2000,16.3,77.35,0.0,-0.0,0.0,323.8,0.62,5.0,100970.0
20051014:2100,13.39,86.25,0.0,-0.0,0.0,313.2,1.38,26.0,100940.0
20051014:2200,12.16,89.35,0.0,-0.0,0.0,304.4,1.93,41.0,100940.0
20051014:2300,11.77,90.15,0.0,-0.0,0.0,306.6,1.93,54.0,100960.0
20051015:0000,11.67,89.05,0.0,-0.0,0.0,299.2,1.59,54.0,101020.0
20051015:0100,12.19,85.75,0.0,-0.0,0.0,294.2,1.17,36.0,101010.0
20051015:0200,11.33,86.85,0.0,-0.0,0.0,293.6,1.31,4.0,101010.0
20051015:0300,10.21,90.1,0.0,-0.0,0.0,306.2,1.66,348.0,101039.0
20051015:0400,9.52,91.2,0.0,-0.0,0.0,300.0,2.0,345.0,101059.0
20051015:0500,9.63,89.5,13.0,19.48,11.0,304.8,2.07,336.0,101069.0
20051015:0600,11.36,83.35,184.0,408.05,69.0,295.0,2.0,335.0,101128.0
20051015:0700,13.32,74.45,357.0,581.35,104.0,290.0,1.79,324.0,101118.0
20051015:0800,14.81,67.0,503.0,680.77,127.0,285.6,1.45,316.0,101108.0
20051015:0900,16.08,58.75,602.0,734.13,143.0,289.2,1.24,306.0,101059.0
20051015:1000,16.88,53.5,646.0,758.13,154.0,299.2,1.03,295.0,101039.0
20051015:1100,17.47,51.05,593.0,614.25,211.0,308.8,1.17,269.0,100950.0
20051015:1200,17.74,49.35,78.0,0.0,78.0,308.4,1.24,266.0,100891.0
20051015:1300,17.35,51.05,301.0,176.03,226.0,321.4,0.48,335.0,100832.0
20051015:1400,16.48,56.8,137.0,29.56,129.0,311.0,1.59,63.0,100792.0
20051015:1500,15.34,66.9,36.0,0.0,36.0,315.8,1.86,87.0,100792.0
20051015:1600,14.45,72.75,0.0,-0.0,0.0,306.4,1.59,100.0,100773.0
20051015:1700,13.67,79.7,0.0,-0.0,0.0,325.8,1.1,97.0,100842.0
20051015:1800,13.9,76.4,0.0,-0.0,0.0,321.6,0.62,89.0,100842.0
20051015:1900,14.09,71.15,0.0,-0.0,0.0,305.6,0.41,87.0,100871.0
20051015:2000,13.91,71.85,0.0,-0.0,0.0,298.0,0.14,34.0,100881.0
20051015:2100,13.69,72.0,0.0,-0.0,0.0,299.2,0.48,344.0,100891.0
20051015:2200,13.39,69.15,0.0,-0.0,0.0,283.6,0.9,331.0,100891.0
20051015:2300,12.75,70.8,0.0,-0.0,0.0,280.6,1.1,318.0,100852.0
20051016:0000,11.67,74.75,0.0,-0.0,0.0,279.8,1.24,316.0,100802.0
20051016:0100,11.12,76.95,0.0,-0.0,0.0,278.4,1.31,318.0,100773.0
20051016:0200,10.57,78.75,0.0,-0.0,0.0,276.6,1.31,320.0,100733.0
20051016:0300,9.76,81.15,0.0,-0.0,0.0,274.8,1.38,317.0,100713.0
20051016:0400,8.73,83.8,0.0,-0.0,0.0,272.8,1.59,312.0,100674.0
20051016:0500,8.14,84.95,0.0,0.0,0.0,276.0,1.72,310.0,100644.0
20051016:0600,9.67,85.2,186.0,446.33,62.0,275.0,1.59,310.0,100634.0
20051016:0700,13.13,67.75,358.0,610.31,95.0,274.0,1.66,304.0,100605.0
20051016:0800,14.38,59.55,506.0,717.41,113.0,277.4,1.52,295.0,100565.0
20051016:0900,15.39,55.7,604.0,760.69,132.0,280.6,1.31,272.0,100456.0
20051016:1000,16.19,53.2,637.0,742.2,159.0,284.2,1.45,245.0,100417.0
20051016:1100,16.68,51.9,635.0,802.5,140.0,286.8,1.72,237.0,100269.0
20051016:1200,16.87,51.35,561.0,780.44,139.0,300.8,1.93,233.0,100160.0
20051016:1300,16.92,50.8,438.0,748.39,123.0,314.8,2.0,233.0,100061.0
20051016:1400,16.88,49.9,279.0,700.45,93.0,304.8,1.93,231.0,100022.0
20051016:1500,16.28,52.8,74.0,187.73,58.0,306.6,1.52,219.0,100002.0
20051016:1600,15.0,63.65,0.0,-0.0,0.0,301.2,0.97,210.0,99992.0
20051016:1700,15.61,52.5,0.0,-0.0,0.0,296.4,0.34,194.0,100051.0
20051016:1800,15.18,54.9,0.0,-0.0,0.0,294.4,0.34,55.0,100071.0
20051016:1900,14.59,55.55,0.0,-0.0,0.0,297.4,0.34,17.0,100101.0
20051016:2000,14.2,57.4,0.0,-0.0,0.0,285.0,0.28,8.0,100111.0
20051016:2100,13.81,59.0,0.0,-0.0,0.0,287.0,0.34,333.0,100130.0
20051016:2200,13.39,60.8,0.0,-0.0,0.0,284.2,0.62,317.0,100130.0
20051016:2300,12.7,64.35,0.0,-0.0,0.0,295.6,0.97,314.0,100120.0
20051017:0000,11.21,70.0,0.0,-0.0,0.0,294.8,1.24,320.0,100150.0
20051017:0100,10.04,75.9,0.0,-0.0,0.0,282.0,1.38,334.0,100130.0
20051017:0200,8.61,82.1,0.0,-0.0,0.0,280.2,1.66,358.0,100160.0
20051017:0300,8.24,82.95,0.0,-0.0,0.0,281.4,1.86,15.0,100219.0
20051017:0400,8.36,81.45,0.0,-0.0,0.0,285.6,1.52,9.0,100269.0
20051017:0500,9.59,74.25,0.0,0.0,0.0,281.2,1.1,347.0,100318.0
20051017:0600,9.71,78.05,174.0,383.49,69.0,270.4,1.03,310.0,100407.0
20051017:0700,12.5,59.75,346.0,564.87,105.0,264.4,1.79,294.0,100456.0
20051017:0800,13.25,51.6,493.0,675.53,126.0,266.2,2.0,288.0,100476.0
20051017:0900,13.94,47.45,589.0,717.83,147.0,269.0,1.86,292.0,100506.0
20051017:1000,14.54,43.0,625.0,711.94,170.0,284.2,1.45,289.0,100456.0
20051017:1100,14.92,40.25,273.0,17.98,262.0,283.2,1.45,262.0,100427.0
20051017:1200,15.04,39.7,315.0,82.15,271.0,296.8,1.79,235.0,100397.0
20051017:1300,15.02,40.45,186.0,16.84,179.0,293.0,2.28,221.0,100338.0
20051017:1400,14.68,41.9,263.0,606.59,105.0,288.0,2.76,213.0,100338.0
20051017:1500,13.98,44.35,98.0,597.91,50.0,283.0,2.97,207.0,100338.0
20051017:1600,13.04,47.85,0.0,-0.0,0.0,271.8,2.9,202.0,100348.0
20051017:1700,12.22,53.25,0.0,-0.0,0.0,271.0,2.62,200.0,100387.0
20051017:1800,11.17,61.15,0.0,-0.0,0.0,269.2,2.0,202.0,100437.0
20051017:1900,12.06,48.45,0.0,-0.0,0.0,268.4,0.41,166.0,100446.0
20051017:2000,12.0,46.9,0.0,-0.0,0.0,265.8,0.55,67.0,100516.0
20051017:2100,9.69,60.15,0.0,-0.0,0.0,269.6,1.38,50.0,100535.0
20051017:2200,7.59,74.0,0.0,-0.0,0.0,266.2,2.07,54.0,100595.0
20051017:2300,6.84,80.35,0.0,-0.0,0.0,264.6,2.48,51.0,100595.0
20051018:0000,6.73,80.9,0.0,-0.0,0.0,272.4,2.55,48.0,100624.0
20051018:0100,6.84,78.15,0.0,-0.0,0.0,268.8,2.07,48.0,100634.0
20051018:0200,7.02,75.7,0.0,-0.0,0.0,272.6,1.66,42.0,100654.0
20051018:0300,6.87,75.25,0.0,-0.0,0.0,260.0,1.45,26.0,100634.0
20051018:0400,6.76,75.65,0.0,-0.0,0.0,265.2,1.24,17.0,100654.0
20051018:0500,6.93,72.5,0.0,0.0,0.0,256.0,1.1,4.0,100684.0
20051018:0600,7.26,77.45,163.0,322.51,76.0,257.6,1.03,344.0,100753.0
20051018:0700,10.22,59.25,340.0,551.67,107.0,264.8,1.03,299.0,100812.0
20051018:0800,11.21,53.95,486.0,660.8,130.0,261.0,1.38,274.0,100802.0
20051018:0900,12.07,49.9,581.0,702.14,152.0,263.0,1.59,269.0,100792.0
20051018:1000,12.82,46.4,627.0,739.54,158.0,268.8,1.66,267.0,100812.0
20051018:1100,13.57,42.7,603.0,710.38,172.0,273.2,1.66,268.0,100743.0
20051018:1200,14.14,39.55,543.0,746.49,147.0,266.8,1.72,256.0,100693.0
20051018:1300,14.45,38.3,422.0,715.9,128.0,278.6,2.34,231.0,100664.0
20051018:1400,14.24,38.65,210.0,285.77,137.0,271.6,2.76,230.0,100634.0
20051018:1500,13.64,40.3,63.0,132.64,53.0,269.0,2.62,229.0,100634.0
20051018:1600,12.67,42.8,0.0,-0.0,0.0,270.6,2.34,233.0,100634.0
20051018:1700,11.33,52.25,0.0,-0.0,0.0,270.8,2.0,240.0,100693.0
20051018:1800,10.89,52.25,0.0,-0.0,0.0,265.4,1.52,256.0,100743.0
20051018:1900,11.91,43.0,0.0,-0.0,0.0,261.0,0.97,281.0,100763.0
20051018:2000,11.8,43.55,0.0,-0.0,0.0,261.2,0.69,313.0,100822.0
20051018:2100,11.44,46.0,0.0,-0.0,0.0,267.6,0.83,343.0,100871.0
20051018:2200,10.5,50.9,0.0,-0.0,0.0,267.4,1.17,4.0,100901.0
20051018:2300,9.01,58.8,0.0,-0.0,0.0,269.0,1.31,13.0,100911.0
20051019:0000,8.79,61.15,0.0,-0.0,0.0,265.8,1.24,16.0,100921.0
20051019:0100,8.91,61.95,0.0,-0.0,0.0,264.2,1.17,14.0,100891.0
20051019:0200,9.34,60.9,0.0,-0.0,0.0,259.8,1.03,4.0,100911.0
20051019:0300,8.93,63.5,0.0,-0.0,0.0,259.8,1.03,351.0,100901.0
20051019:0400,7.96,69.15,0.0,-0.0,0.0,268.0,1.17,339.0,100931.0
20051019:0500,6.45,77.15,0.0,0.0,0.0,260.6,1.45,336.0,100940.0
20051019:0600,6.93,83.3,165.0,357.55,70.0,264.8,1.59,340.0,101020.0
20051019:0700,10.43,67.4,334.0,538.22,109.0,275.2,1.38,337.0,101069.0
20051019:0800,11.97,55.7,486.0,685.15,120.0,278.6,1.1,335.0,101049.0
20051019:0900,13.09,50.5,575.0,699.4,151.0,281.2,0.48,319.0,101049.0
20051019:1000,13.86,47.75,611.0,696.06,173.0,277.0,0.28,282.0,101029.0
20051019:1100,14.4,45.7,601.0,722.97,166.0,288.4,0.48,227.0,101020.0
20051019:1200,14.73,45.3,535.0,730.86,151.0,291.4,1.38,197.0,100980.0
20051019:1300,14.68,46.85,406.0,650.86,142.0,287.0,2.14,193.0,100940.0
20051019:1400,14.25,49.4,265.0,702.66,89.0,287.4,2.21,192.0,100891.0
20051019:1500,13.59,53.4,80.0,425.16,50.0,280.0,1.59,187.0,100921.0
20051019:1600,12.15,70.05,0.0,-0.0,0.0,293.0,1.1,175.0,100970.0
20051019:1700,12.47,59.75,0.0,-0.0,0.0,277.2,0.9,152.0,101029.0
20051019:1800,12.62,59.7,0.0,-0.0,0.0,279.6,0.76,126.0,101069.0
20051019:1900,12.83,54.05,0.0,-0.0,0.0,280.2,0.55,144.0,101099.0
20051019:2000,12.62,55.75,0.0,-0.0,0.0,278.0,0.34,111.0,101138.0
20051019:2100,12.44,57.1,0.0,-0.0,0.0,276.0,0.21,65.0,101178.0
20051019:2200,12.12,58.65,0.0,-0.0,0.0,280.8,0.34,12.0,101207.0
20051019:2300,11.69,60.8,0.0,-0.0,0.0,278.0,0.55,2.0,101197.0
20051020:0000,11.04,64.3,0.0,-0.0,0.0,279.8,0.76,1.0,101247.0
20051020:0100,10.14,68.4,0.0,-0.0,0.0,281.6,0.9,354.0,101217.0
20051020:0200,9.05,75.05,0.0,-0.0,0.0,278.0,1.03,351.0,101247.0
20051020:0300,7.45,84.4,0.0,-0.0,0.0,280.2,1.24,345.0,101227.0
20051020:0400,5.88,94.7,0.0,-0.0,0.0,295.0,1.31,343.0,101237.0
20051020:0500,5.29,97.9,0.0,0.0,0.0,285.4,1.45,343.0,101227.0
20051020:0600,7.23,96.0,160.0,347.83,69.0,294.0,1.24,344.0,101296.0
20051020:0700,11.34,73.55,329.0,534.18,108.0,270.4,0.83,345.0,101316.0
20051020:0800,13.12,60.15,473.0,643.84,132.0,280.4,0.28,308.0,101306.0
20051020:0900,14.09,54.6,561.0,658.38,165.0,274.6,0.76,215.0,101276.0
20051020:1000,14.76,52.15,586.0,619.86,199.0,278.6,1.31,217.0,101257.0
20051020:1100,15.22,50.9,570.0,620.11,200.0,282.8,1.66,219.0,101197.0
20051020:1200,15.43,50.4,509.0,639.94,176.0,285.8,1.59,214.0,101118.0
20051020:1300,15.44,50.4,407.0,683.97,133.0,281.4,1.45,206.0,101039.0
20051020:1400,15.21,50.95,233.0,484.61,114.0,282.8,1.45,199.0,101000.0
20051020:1500,14.54,55.55,58.0,151.98,48.0,286.8,1.38,184.0,101000.0
20051020:1600,12.84,68.85,0.0,-0.0,0.0,280.8,1.38,183.0,101010.0
20051020:1700,12.35,67.25,0.0,-0.0,0.0,276.4,1.24,188.0,101010.0
20051020:1800,12.92,63.4,0.0,-0.0,0.0,275.8,0.9,181.0,101039.0
20051020:1900,13.46,58.5,0.0,-0.0,0.0,274.6,0.62,184.0,101039.0
20051020:2000,13.17,60.0,0.0,-0.0,0.0,275.0,0.41,225.0,101069.0
20051020:2100,12.7,62.4,0.0,-0.0,0.0,272.4,0.48,284.0,101089.0
20051020:2200,12.17,65.5,0.0,-0.0,0.0,272.2,0.55,323.0,101099.0
20051020:2300,11.69,68.35,0.0,-0.0,0.0,271.6,0.83,336.0,101099.0
20051021:0000,11.16,71.5,0.0,-0.0,0.0,270.4,1.03,338.0,101089.0
20051021:0100,9.2,77.65,0.0,-0.0,0.0,270.2,1.24,340.0,101079.0
20051021:0200,8.1,82.55,0.0,-0.0,0.0,270.0,1.31,341.0,101079.0
20051021:0300,7.48,85.55,0.0,-0.0,0.0,269.6,1.31,341.0,101069.0
20051021:0400,6.89,87.85,0.0,-0.0,0.0,270.6,1.31,341.0,101059.0
20051021:0500,6.48,88.65,0.0,0.0,0.0,267.6,1.38,340.0,101049.0
20051021:0600,7.6,87.75,143.0,248.51,79.0,269.2,1.24,342.0,101059.0
20051021:0700,11.13,75.2,234.0,158.78,169.0,282.6,0.76,350.0,101108.0
20051021:0800,13.15,61.5,461.0,605.63,143.0,281.0,0.07,102.0,101118.0
20051021:0900,14.15,58.15,562.0,682.07,155.0,282.6,0.69,165.0,101118.0
20051021:1000,14.78,57.05,611.0,734.54,156.0,285.0,1.03,166.0,101128.0
20051021:1100,15.18,56.85,504.0,409.0,262.0,293.0,1.24,168.0,101059.0
20051021:1200,15.32,57.45,473.0,508.4,211.0,299.0,1.45,173.0,101020.0
20051021:1300,15.23,58.8,325.0,318.48,199.0,295.0,1.52,176.0,100990.0
20051021:1400,14.88,60.8,180.0,195.27,133.0,303.0,1.52,176.0,100980.0
20051021:1500,14.2,65.05,58.0,180.04,47.0,294.2,1.31,173.0,100980.0
20051021:1600,12.84,77.6,0.0,-0.0,0.0,290.6,1.1,168.0,100960.0
20051021:1700,12.59,74.6,0.0,-0.0,0.0,294.2,0.9,159.0,101029.0
20051021:1800,12.79,73.35,0.0,-0.0,0.0,291.4,0.76,158.0,101029.0
20051021:1900,12.65,71.1,0.0,-0.0,0.0,297.6,0.76,191.0,101039.0
20051021:2000,12.77,71.2,0.0,-0.0,0.0,296.2,0.55,216.0,101049.0
20051021:2100,12.5,72.8,0.0,-0.0,0.0,295.0,0.48,257.0,101039.0
20051021:2200,12.25,74.1,0.0,-0.0,0.0,301.2,0.48,276.0,101049.0
20051021:2300,11.97,75.35,0.0,-0.0,0.0,294.0,0.62,291.0,101069.0
20051022:0000,11.67,76.6,0.0,-0.0,0.0,295.4,0.76,308.0,101039.0
20051022:0100,11.12,78.05,0.0,-0.0,0.0,300.8,0.9,316.0,101029.0
20051022:0200,10.01,82.35,0.0,-0.0,0.0,303.0,1.03,322.0,101010.0
20051022:0300,9.51,84.4,0.0,-0.0,0.0,304.8,1.1,319.0,101010.0
20051022:0400,9.2,85.55,0.0,-0.0,0.0,303.2,1.1,318.0,101029.0
20051022:0500,8.96,86.25,0.0,0.0,0.0,295.6,1.03,319.0,101059.0
20051022:0600,9.7,85.95,138.0,236.74,78.0,293.8,0.9,314.0,101069.0
20051022:0700,12.89,74.55,310.0,471.56,119.0,298.0,0.97,280.0,101128.0
20051022:0800,14.22,69.95,381.0,318.93,215.0,308.4,1.31,259.0,101118.0
20051022:0900,15.19,67.85,503.0,474.7,222.0,311.0,1.52,237.0,101089.0
20051022:1000,16.05,66.35,455.0,257.1,297.0,315.6,1.79,221.0,101039.0
20051022:1100,16.54,65.9,547.0,569.27,213.0,313.0,2.14,213.0,101010.0
20051022:1200,16.99,64.7,518.0,724.97,148.0,312.8,2.41,211.0,100960.0
20051022:1300,16.92,65.75,357.0,473.5,172.0,321.8,2.55,204.0,100940.0
20051022:1400,16.52,68.1,235.0,563.81,102.0,328.2,2.55,193.0,100940.0
20051022:1500,15.67,72.8,64.0,336.47,45.0,313.2,2.21,185.0,100940.0
20051022:1600,14.65,78.15,0.0,-0.0,0.0,313.6,1.93,187.0,100940.0
20051022:1700,13.61,85.2,0.0,-0.0,0.0,312.6,1.59,192.0,101020.0
20051022:1800,13.27,86.15,0.0,-0.0,0.0,313.0,1.1,197.0,101039.0
20051022:1900,13.92,82.45,0.0,-0.0,0.0,312.4,0.97,226.0,101049.0
20051022:2000,13.68,83.4,0.0,-0.0,0.0,311.2,0.97,244.0,101089.0
20051022:2100,13.53,84.3,0.0,-0.0,0.0,308.2,0.97,264.0,101089.0
20051022:2200,13.22,85.85,0.0,-0.0,0.0,317.8,0.9,282.0,101128.0
20051022:2300,12.25,89.3,0.0,-0.0,0.0,310.2,1.03,293.0,101138.0
20051023:0000,11.37,92.3,0.0,-0.0,0.0,311.4,1.03,300.0,101089.0
20051023:0100,10.89,93.55,0.0,-0.0,0.0,310.45,1.1,309.0,101059.0
20051023:0200,10.49,93.65,0.0,-0.0,0.0,307.2,1.17,317.0,101059.0
20051023:0300,10.17,93.9,0.0,-0.0,0.0,312.6,1.24,324.0,101059.0
20051023:0400,9.75,94.6,0.0,-0.0,0.0,308.8,1.38,327.0,101059.0
20051023:0500,9.19,96.0,0.0,0.0,0.0,312.2,1.45,340.0,101049.0
20051023:0600,10.41,95.7,96.0,64.17,80.0,315.8,1.38,353.0,101079.0
20051023:0700,13.23,89.55,292.0,399.32,132.0,330.6,0.76,353.0,101118.0
20051023:0800,15.54,80.0,448.0,589.23,144.0,329.4,0.28,8.0,101108.0
20051023:0900,16.96,73.6,542.0,640.32,166.0,315.0,0.34,146.0,101099.0
20051023:1000,17.84,71.15,535.0,488.79,237.0,323.0,0.69,151.0,101059.0
20051023:1100,18.43,70.05,583.0,730.53,158.0,324.0,1.03,157.0,101020.0
20051023:1200,18.69,70.4,539.0,856.7,106.0,330.6,1.45,160.0,100960.0
20051023:1300,18.43,72.85,393.0,692.0,126.0,330.6,1.79,156.0,100950.0
20051023:1400,17.73,77.45,243.0,674.88,87.0,325.0,1.72,149.0,100921.0
20051023:1500,16.77,83.8,64.0,423.83,42.0,321.4,1.52,142.0,100901.0
20051023:1600,15.73,90.8,0.0,-0.0,0.0,324.0,1.1,134.0,100911.0
20051023:1700,14.8,95.25,0.0,-0.0,0.0,319.8,0.76,114.0,100931.0
20051023:1800,14.86,95.55,0.0,-0.0,0.0,318.8,0.69,83.0,100960.0
20051023:1900,14.86,92.7,0.0,-0.0,0.0,329.2,0.55,89.0,100940.0
